Paper_ID,DOI,Journal,Year,Polymer_type,Polymer_conc_wt,Polymer_MW_kDa,Blend_ratio,Solvent_system,Solvent_ratio,Solution_viscosity_Pa_s,Solution_surface_tension_mN_m,Air_pressure_bar_std,Feed_rate_mLh_std,Working_distance_cm,Nozzle_type,Inner_nozzle_diam_mm,Outer_nozzle_diam_mm,Nozzle_protrusion_mm,Temperature_C,Humidity_pct,Collector_type,Collector_speed_RPM,Collection_time_min,Additive_type,Additive_loading_wt,Additive_particle_size_nm,Fiber_diameter_nm_std,Fiber_diameter_SD_nm,Fiber_diameter_min_nm,Fiber_diameter_max_nm,N_measurements,Bead_defects,Fiber_morphology,Fiber_alignment,Mat_thickness_um,Tensile_strength_MPa,Youngs_modulus_MPa,Elongation_at_break_pct,Contact_angle_deg,Porosity_pct,Crystallinity_pct,Antibacterial_activity,Application,Data_source,Comments,intrinsic_viscosity_dLg,c_star_wt_pct,c_over_cstar,Solvent_ST_mNm,Solvent_BP_C,Solvent_density_gmL,log_diameter
Liu2016,10.1111/1750-3841.13537,Journal of Food Science,2016,Zein,25.0,22,NR,acetic_acid,NR,NR,NR,4.8,6.0,60.0,NR,NR,NR,2,21,NR,static_plate,0,NR,none,0,NR,480.6,62.9,NR,NR,100,no,smooth,NR,NR,NR,NR,NR,NR,NR,NR,NR,food packaging/controlled release,Figure_5E_feed_series,Single-factor feed rate series; feed from 0.10 mL/min;MW_backfilled:Zein_alpha-fraction_Mw~22kDa_Sigma-Aldrich,0.039388181678811134,242.02408080018515,0.10329550645268219,27.1,118.1,1.049,6.175035323302368
Liu2016,10.1111/1750-3841.13537,Journal of Food Science,2016,Zein,25.0,22,NR,acetic_acid,NR,NR,NR,4.8,4.8,60.0,NR,NR,NR,2,21,NR,static_plate,0,NR,none,0,NR,400.3,39.3,NR,NR,100,no,smooth,NR,NR,NR,NR,NR,NR,NR,NR,NR,food packaging/controlled release,Figure_5D_feed_series,Single-factor feed rate series; narrowest distribution at this rate; feed from 0.08 mL/min;MW_backfilled:Zein_alpha-fraction_Mw~22kDa_Sigma-Aldrich,0.039388181678811134,242.02408080018515,0.10329550645268219,27.1,118.1,1.049,5.992214265998528
Liu2016,10.1111/1750-3841.13537,Journal of Food Science,2016,Zein,25.0,22,NR,acetic_acid,NR,NR,NR,4.8,3.6,60.0,NR,NR,NR,2,21,NR,static_plate,0,NR,none,0,NR,366.5,92.3,NR,NR,100,no,smooth,NR,NR,NR,NR,NR,NR,NR,NR,NR,food packaging/controlled release,Figure_5C_feed_series,Single-factor feed rate series; conc=25% fixed; P=0.48 MPa fixed; feed from 0.06 mL/min;MW_backfilled:Zein_alpha-fraction_Mw~22kDa_Sigma-Aldrich,0.039388181678811134,242.02408080018515,0.10329550645268219,27.1,118.1,1.049,5.903998521326706
Liu2016,10.1111/1750-3841.13537,Journal of Food Science,2016,Zein,25.0,22,NR,acetic_acid,NR,NR,NR,4.8,2.4,60.0,NR,NR,NR,2,21,NR,static_plate,0,NR,none,0,NR,272.3,60.3,NR,NR,100,no,smooth,NR,NR,NR,NR,NR,NR,NR,NR,NR,food packaging/controlled release,Figure_5B_feed_series,Single-factor feed rate series; conc=25% fixed; P=0.48 MPa fixed; feed from 0.04 mL/min;MW_backfilled:Zein_alpha-fraction_Mw~22kDa_Sigma-Aldrich,0.039388181678811134,242.02408080018515,0.10329550645268219,27.1,118.1,1.049,5.606904399679714
Liu2016,10.1111/1750-3841.13537,Journal of Food Science,2016,Zein,25.0,22,NR,acetic_acid,NR,NR,NR,4.5,3.6,60.0,NR,NR,NR,2,21,NR,static_plate,0,NR,none,0,NR,238.9,51.3,NR,NR,100,no,smooth,NR,NR,NR,NR,NR,NR,NR,NR,NR,food packaging/controlled release,Table_1_BBD_run9,BBD run 9 (center point); feed rate converted from 0.06 mL/min;MW_backfilled:Zein_alpha-fraction_Mw~22kDa_Sigma-Aldrich,0.039388181678811134,242.02408080018515,0.10329550645268219,27.1,118.1,1.049,5.476045054331764
Liu2016,10.1111/1750-3841.13537,Journal of Food Science,2016,Zein,27.0,22,NR,acetic_acid,NR,NR,NR,4.5,2.4,60.0,NR,NR,NR,2,21,NR,static_plate,0,NR,none,0,NR,531.8,104.2,NR,NR,100,no,smooth,NR,NR,NR,NR,NR,NR,NR,NR,NR,food packaging/controlled release,Table_1_BBD_run8,BBD run 8; BET=116.5 m2/g (AFD~550nm from moisture sorption study); feed rate converted from 0.04 mL/min;MW_backfilled:Zein_alpha-fraction_Mw~22kDa_Sigma-Aldrich,0.039388181678811134,242.02408080018515,0.11155914696889677,27.1,118.1,1.049,6.276267478808919
Liu2016,10.1111/1750-3841.13537,Journal of Food Science,2016,Zein,25.0,22,NR,acetic_acid,NR,NR,NR,4.5,3.6,60.0,NR,NR,NR,2,21,NR,static_plate,0,NR,none,0,NR,279.7,54.4,NR,NR,100,no,smooth,NR,NR,NR,NR,NR,NR,NR,NR,NR,food packaging/controlled release,Table_1_BBD_run7,BBD run 7 (center point); feed rate converted from 0.06 mL/min;MW_backfilled:Zein_alpha-fraction_Mw~22kDa_Sigma-Aldrich,0.039388181678811134,242.02408080018515,0.10329550645268219,27.1,118.1,1.049,5.633717600207914
Liu2016,10.1111/1750-3841.13537,Journal of Food Science,2016,Zein,23.0,22,NR,acetic_acid,NR,NR,NR,5.2,3.6,60.0,NR,NR,NR,2,21,NR,static_plate,0,NR,none,0,NR,221.1,54.8,NR,NR,100,yes,beads_present,NR,NR,NR,NR,NR,NR,NR,NR,NR,food packaging/controlled release,Table_1_BBD_run6,BBD run 6; 23% shows beads; feed rate converted from 0.06 mL/min;MW_backfilled:Zein_alpha-fraction_Mw~22kDa_Sigma-Aldrich,0.039388181678811134,242.02408080018515,0.09503186593646762,27.1,118.1,1.049,5.3986150878634005
Liu2016,10.1111/1750-3841.13537,Journal of Food Science,2016,Zein,25.0,22,NR,acetic_acid,NR,NR,NR,4.5,3.6,60.0,NR,NR,NR,2,21,NR,static_plate,0,NR,none,0,NR,260.8,73.3,NR,NR,100,no,smooth,NR,NR,NR,NR,NR,NR,NR,NR,NR,food packaging/controlled release,Table_1_BBD_run5,BBD run 5 (center point); feed rate converted from 0.06 mL/min;MW_backfilled:Zein_alpha-fraction_Mw~22kDa_Sigma-Aldrich,0.039388181678811134,242.02408080018515,0.10329550645268219,27.1,118.1,1.049,5.563753830052498
Liu2016,10.1111/1750-3841.13537,Journal of Food Science,2016,Zein,25.0,22,NR,acetic_acid,NR,NR,NR,5.2,4.8,60.0,NR,NR,NR,2,21,NR,static_plate,0,NR,none,0,NR,367.4,94.5,NR,NR,100,no,smooth,NR,NR,NR,NR,NR,NR,NR,NR,NR,food packaging/controlled release,Table_1_BBD_run4,BBD run 4; feed rate converted from 0.08 mL/min;MW_backfilled:Zein_alpha-fraction_Mw~22kDa_Sigma-Aldrich,0.039388181678811134,242.02408080018515,0.10329550645268219,27.1,118.1,1.049,5.906451172781026
Liu2016,10.1111/1750-3841.13537,Journal of Food Science,2016,Zein,25.0,22,NR,acetic_acid,NR,NR,NR,3.8,2.4,60.0,NR,NR,NR,2,21,NR,static_plate,0,NR,none,0,NR,222.2,60.4,NR,NR,100,no,smooth,NR,NR,NR,NR,NR,NR,NR,NR,NR,food packaging/controlled release,Table_1_BBD_run11,BBD run 11; feed rate converted from 0.04 mL/min;MW_backfilled:Zein_alpha-fraction_Mw~22kDa_Sigma-Aldrich,0.039388181678811134,242.02408080018515,0.10329550645268219,27.1,118.1,1.049,5.40357787720553
Liu2016,10.1111/1750-3841.13537,Journal of Food Science,2016,Zein,25.0,22,NR,acetic_acid,NR,NR,NR,3.8,4.8,60.0,NR,NR,NR,2,21,NR,static_plate,0,NR,none,0,NR,311.6,63.3,NR,NR,100,no,smooth,NR,NR,NR,NR,NR,NR,NR,NR,NR,food packaging/controlled release,Table_1_BBD_run10,BBD run 10; feed rate converted from 0.08 mL/min;MW_backfilled:Zein_alpha-fraction_Mw~22kDa_Sigma-Aldrich,0.039388181678811134,242.02408080018515,0.10329550645268219,27.1,118.1,1.049,5.741720313996593
Liu2016,10.1111/1750-3841.13537,Journal of Food Science,2016,Zein,23.0,22,NR,acetic_acid,NR,NR,NR,4.5,2.4,60.0,NR,NR,NR,2,21,NR,static_plate,0,NR,none,0,NR,220.7,46.9,NR,NR,100,yes,beads_present,NR,NR,NR,NR,NR,NR,NR,NR,NR,food packaging/controlled release,Table_1_BBD_run3,BBD run 3; 23% concentration shows beads per text; feed rate converted from 0.04 mL/min;MW_backfilled:Zein_alpha-fraction_Mw~22kDa_Sigma-Aldrich,0.039388181678811134,242.02408080018515,0.09503186593646762,27.1,118.1,1.049,5.396804313262691
Liu2016,10.1111/1750-3841.13537,Journal of Food Science,2016,Zein,27.0,22,NR,acetic_acid,NR,NR,NR,3.8,3.6,60.0,NR,NR,NR,2,21,NR,static_plate,0,NR,none,0,NR,642.2,161.4,NR,NR,100,no,smooth,NR,NR,NR,NR,NR,NR,NR,NR,NR,food packaging/controlled release,Table_1_BBD_run2,BBD run 2; feed rate converted from 0.06 mL/min;MW_backfilled:Zein_alpha-fraction_Mw~22kDa_Sigma-Aldrich,0.039388181678811134,242.02408080018515,0.11155914696889677,27.1,118.1,1.049,6.464899781655413
Penconek2023,10.3390/pr11082310,Processes,2023,PEO,6.0,900,NR,water,NR,NR,NR,0.5,0.48,15.0,NR,1,NR,NR,22,NR,rotating_drum,NR,15,none,0,NR,267.0,NR,NR,NR,70,no,smooth,random,NR,NR,NR,NR,NR,NR,NR,NR,general_process_study,Figure_3_regression,PEO_Mv=900kDa_aqueous;diameter_from_regression,5.51085736303548,1.8145996786408967,3.3065144178212877,72.0,100.0,1.0,5.58724865840025
Penconek2023,10.3390/pr11082310,Processes,2023,PEO,5.0,900,NR,water,NR,NR,NR,0.5,0.48,15.0,NR,1,NR,NR,22,NR,rotating_drum,NR,15,none,0,NR,306.0,NR,NR,NR,70,no,smooth,random,NR,NR,NR,NR,NR,NR,NR,NR,general_process_study,Figure_3_regression,PEO_Mv=900kDa_aqueous;conc_in_wv%_approx_wt%;diameter_from_regression_y=14.475x2-197.83x+932.9;nozzle_ID=1mm;collector_cylindrical_rotating,5.51085736303548,1.8145996786408967,2.75542868151774,72.0,100.0,1.0,5.723585101952381
Penconek2023,10.3390/pr11082310,Processes,2023,PEO,10.0,900,NR,water,NR,NR,NR,0.5,0.48,15.0,NR,1,NR,NR,22,NR,rotating_drum,NR,15,none,0,NR,402.0,NR,NR,NR,70,no,smooth,random,NR,NR,NR,NR,NR,NR,NR,NR,general_process_study,Figure_3_regression,PEO_Mv=900kDa_aqueous;diameter_from_regression,5.51085736303548,1.8145996786408967,5.51085736303548,72.0,100.0,1.0,5.996452088619021
Penconek2023,10.3390/pr11082310,Processes,2023,PEO,7.0,900,NR,water,NR,NR,NR,0.5,0.48,15.0,NR,1,NR,NR,22,NR,rotating_drum,NR,15,none,0,NR,257.0,NR,NR,NR,70,no,smooth,random,NR,NR,NR,NR,NR,NR,NR,NR,general_process_study,Figure_3_regression,PEO_Mv=900kDa_aqueous;diameter_from_regression,5.51085736303548,1.8145996786408967,3.8576001541248357,72.0,100.0,1.0,5.54907608489522
Souza2024,10.1021/acsapm.4c01273,ACS Applied Polymer Materials,2024,PCL,8.0,105,NR,chloroform,NR,NR,NR,2.7579,7.2,12.0,concentric_tapered,1.0,1.9,2.0,NR,NR,rotating_drum,NR,NR,none,0,NR,314.0,225,NR,NR,50,yes,beaded,random,NR,NR,NR,NR,NR,NR,NR,NR,general process study,Table_2,8 w/v%; outer nozzle B4 L=68.1mm ID=1.9mm; protrusion 2.0mm; solution spitting/smashed beads present but excluded from diameter measurement,1.233755201544597,5.443475913394053,1.469649196079924,27.14,61.2,1.489,5.749392985908253
Souza2024,10.1021/acsapm.4c01273,ACS Applied Polymer Materials,2024,PCL,8.0,105,NR,chloroform,NR,NR,NR,2.7579,7.2,12.0,concentric_tapered,1.0,1.9,0.5,NR,NR,rotating_drum,NR,NR,none,0,NR,472.0,240,NR,NR,50,no,smooth,random,NR,NR,NR,NR,NR,NR,NR,NR,general process study,Table_2,8 w/v%; outer nozzle B4 L=68.1mm ID=1.9mm; protrusion 0.5mm,1.233755201544597,5.443475913394053,1.469649196079924,27.14,61.2,1.489,6.156978985585555
Souza2024,10.1021/acsapm.4c01273,ACS Applied Polymer Materials,2024,PCL,8.0,105,NR,chloroform,NR,NR,NR,2.7579,7.2,12.0,concentric_tapered,1.0,1.9,2.0,NR,NR,rotating_drum,NR,NR,none,0,NR,294.0,271,NR,NR,50,no,smooth,random,NR,NR,NR,NR,NR,NR,NR,NR,general process study,Table_2,8 w/v%; outer nozzle B3 L=48.6mm ID=1.9mm; protrusion 2.0mm,1.233755201544597,5.443475913394053,1.469649196079924,27.14,61.2,1.489,5.683579767338681
Souza2024,10.1021/acsapm.4c01273,ACS Applied Polymer Materials,2024,PCL,8.0,105,NR,chloroform,NR,NR,NR,2.7579,7.2,12.0,concentric_tapered,1.0,1.9,0.5,NR,NR,rotating_drum,NR,NR,none,0,NR,322.0,175,NR,NR,50,no,smooth,random,NR,NR,NR,NR,NR,NR,NR,NR,general process study,Table_2,8 w/v%; outer nozzle B3 L=48.6mm ID=1.9mm; protrusion 0.5mm,1.233755201544597,5.443475913394053,1.469649196079924,27.14,61.2,1.489,5.7745515455444085
Souza2024,10.1021/acsapm.4c01273,ACS Applied Polymer Materials,2024,PCL,8.0,105,NR,chloroform,NR,NR,NR,2.7579,7.2,12.0,concentric_tapered,1.0,1.9,2.0,NR,NR,rotating_drum,NR,NR,none,0,NR,279.0,242,NR,NR,50,no,smooth,random,NR,NR,NR,NR,NR,NR,NR,NR,general process study,Table_2,8 w/v%; outer nozzle B2 L=31.3mm ID=1.9mm; protrusion 2.0mm,1.233755201544597,5.443475913394053,1.469649196079924,27.14,61.2,1.489,5.631211781821365
Souza2024,10.1021/acsapm.4c01273,ACS Applied Polymer Materials,2024,PCL,8.0,105,NR,chloroform,NR,NR,NR,2.7579,7.2,12.0,concentric_tapered,1.0,1.9,0.5,NR,NR,rotating_drum,NR,NR,none,0,NR,369.0,527,NR,NR,50,no,smooth,random,NR,NR,NR,NR,NR,NR,NR,NR,general process study,Table_2,8 w/v%; outer nozzle B2 L=31.3mm ID=1.9mm; protrusion 0.5mm; large SD indicates broad distribution,1.233755201544597,5.443475913394053,1.469649196079924,27.14,61.2,1.489,5.910796644040527
Souza2024,10.1021/acsapm.4c01273,ACS Applied Polymer Materials,2024,PCL,8.0,105,NR,chloroform,NR,NR,NR,2.7579,7.2,12.0,concentric_tapered,1.0,1.9,2.0,NR,NR,rotating_drum,NR,NR,none,0,NR,328.0,153,NR,NR,50,no,smooth,random,NR,NR,NR,NR,NR,NR,NR,NR,general process study,Table_2,8 w/v% in chloroform; outer nozzle B1 L=22.3mm ID=1.9mm; protrusion 2.0mm; 40 psi compressed air,1.233755201544597,5.443475913394053,1.469649196079924,27.14,61.2,1.489,5.793013608384144
Souza2024,10.1021/acsapm.4c01273,ACS Applied Polymer Materials,2024,PCL,8.0,105,NR,chloroform,NR,NR,NR,2.7579,7.2,12.0,concentric_tapered,1.0,1.9,0.5,NR,NR,rotating_drum,NR,NR,none,0,NR,344.0,144,NR,NR,50,no,smooth,random,NR,NR,NR,NR,NR,NR,NR,NR,general process study,Table_2,8 w/v% in chloroform; outer nozzle B1 L=22.3mm ID=1.9mm; protrusion 0.5mm; inner nozzle OD=1.6mm ID=1.0mm; 40 psi compressed air; concentration is w/v not wt%,1.233755201544597,5.443475913394053,1.469649196079924,27.14,61.2,1.489,5.840641657373398
Souza2024,10.1021/acsapm.4c01273,ACS Applied Polymer Materials,2024,PLA,8.0,40,NR,chloroform,NR,NR,NR,2.7579,7.2,12.0,concentric_tapered,1.0,1.9,2.0,NR,NR,rotating_drum,NR,NR,none,0,NR,1277.0,370,NR,NR,50,yes,beaded,random,NR,NR,NR,NR,NR,NR,NR,NR,general process study,Table_2,8 w/v%; outer nozzle B4 L=68.1mm ID=1.9mm; protrusion 2.0mm; solution spitting/smashed beads present but excluded from diameter measurement,1.2470971764622178,5.385239297617883,1.4855421566017941,27.14,61.2,1.489,7.152268856032539
Souza2024,10.1021/acsapm.4c01273,ACS Applied Polymer Materials,2024,PLA,8.0,40,NR,chloroform,NR,NR,NR,2.7579,7.2,12.0,concentric_tapered,1.0,1.9,0.5,NR,NR,rotating_drum,NR,NR,none,0,NR,644.0,241,NR,NR,50,no,smooth,random,NR,NR,NR,NR,NR,NR,NR,NR,general process study,Table_2,8 w/v%; outer nozzle B4 L=68.1mm ID=1.9mm; protrusion 0.5mm,1.2470971764622178,5.385239297617883,1.4855421566017941,27.14,61.2,1.489,6.467698726104354
Souza2024,10.1021/acsapm.4c01273,ACS Applied Polymer Materials,2024,PLA,8.0,40,NR,chloroform,NR,NR,NR,2.7579,7.2,12.0,concentric_tapered,1.0,1.9,2.0,NR,NR,rotating_drum,NR,NR,none,0,NR,515.0,237,NR,NR,50,no,smooth,random,NR,NR,NR,NR,NR,NR,NR,NR,general process study,Table_2,8 w/v%; outer nozzle B3 L=48.6mm ID=1.9mm; protrusion 2.0mm,1.2470971764622178,5.385239297617883,1.4855421566017941,27.14,61.2,1.489,6.244166900663736
Souza2024,10.1021/acsapm.4c01273,ACS Applied Polymer Materials,2024,PLA,8.0,40,NR,chloroform,NR,NR,NR,2.7579,7.2,12.0,concentric_tapered,1.0,1.9,0.5,NR,NR,rotating_drum,NR,NR,none,0,NR,967.0,347,NR,NR,50,no,smooth,random,NR,NR,NR,NR,NR,NR,NR,NR,general process study,Table_2,8 w/v%; outer nozzle B3 L=48.6mm ID=1.9mm; protrusion 0.5mm,1.2470971764622178,5.385239297617883,1.4855421566017941,27.14,61.2,1.489,6.874198495453294
Souza2024,10.1021/acsapm.4c01273,ACS Applied Polymer Materials,2024,PLA,8.0,40,NR,chloroform,NR,NR,NR,2.7579,7.2,12.0,concentric_tapered,1.0,1.9,2.0,NR,NR,rotating_drum,NR,NR,none,0,NR,585.0,217,NR,NR,50,no,smooth,random,NR,NR,NR,NR,NR,NR,NR,NR,general process study,Table_2,8 w/v%; outer nozzle B2 L=31.3mm ID=1.9mm; protrusion 2.0mm,1.2470971764622178,5.385239297617883,1.4855421566017941,27.14,61.2,1.489,6.371611847231857
Souza2024,10.1021/acsapm.4c01273,ACS Applied Polymer Materials,2024,PLA,8.0,40,NR,chloroform,NR,NR,NR,2.7579,7.2,12.0,concentric_tapered,1.0,1.9,0.5,NR,NR,rotating_drum,NR,NR,none,0,NR,734.0,396,NR,NR,50,no,smooth,random,NR,NR,NR,NR,NR,NR,NR,NR,general process study,Table_2,8 w/v%; outer nozzle B2 L=31.3mm ID=1.9mm; protrusion 0.5mm,1.2470971764622178,5.385239297617883,1.4855421566017941,27.14,61.2,1.489,6.598509028614515
Souza2024,10.1021/acsapm.4c01273,ACS Applied Polymer Materials,2024,PLA,8.0,40,NR,chloroform,NR,NR,NR,2.7579,7.2,12.0,concentric_tapered,1.0,1.9,2.0,NR,NR,rotating_drum,NR,NR,none,0,NR,535.0,243,NR,NR,50,no,smooth,random,NR,NR,NR,NR,NR,NR,NR,NR,general process study,Table_2,8 w/v%; outer nozzle B1 L=22.3mm ID=1.9mm; protrusion 2.0mm,1.2470971764622178,5.385239297617883,1.4855421566017941,27.14,61.2,1.489,6.282266746896006
Souza2024,10.1021/acsapm.4c01273,ACS Applied Polymer Materials,2024,PLA,8.0,40,NR,chloroform,NR,NR,NR,2.7579,7.2,12.0,concentric_tapered,1.0,1.9,0.5,NR,NR,rotating_drum,NR,NR,none,0,NR,519.0,191,NR,NR,50,no,smooth,random,NR,NR,NR,NR,NR,NR,NR,NR,general process study,Table_2,8 w/v%; outer nozzle B1 L=22.3mm ID=1.9mm; protrusion 0.5mm; PLA Mw=40000 g/mol,1.2470971764622178,5.385239297617883,1.4855421566017941,27.14,61.2,1.489,6.251903883165888
Rabello2025,10.1016/j.surfin.2025.107283,Surfaces and Interfaces,2025,PHBV,5.0,953,NR,chloroform,NR,NR,NR,1.4,7.5,30.0,coaxial,NR,NR,NR,24,NR,static_plate,NR,NR,bentonite_clay,0.5,NR,1050.0,NR,NR,NR,100,yes,heterostructured_bead_on_string,random,NR,NR,NR,NR,149,NR,NR,NR,air_filtration,Figure4C_Figure6A,5CF140_filter;HB_morphology;contact_angle_explicit_149pm10deg;diameter_approx_from_Figure4C;MW_is_Mn=953kDa,6.242598430095834,1.075820717580506,4.647614531206348,27.14,61.2,1.489,6.956545443151569
Rabello2025,10.1016/j.surfin.2025.107283,Surfaces and Interfaces,2025,PHBV,3.0,953,NR,chloroform,NR,NR,NR,0.7,7.5,30.0,coaxial,NR,NR,NR,24,NR,static_plate,NR,NR,none,0,NR,650.0,NR,NR,NR,100,yes,bead_on_string,random,NR,NR,NR,NR,NR,NR,NR,NR,air_filtration,Figure4C,3PF70_filter;diameter_approx_from_Figure4C;MW_is_Mn=953kDa;polymer_conc_wv_reported_as_wt%;clay_suspension_bentonite,6.242598430095834,1.075820717580506,2.788568718723809,27.14,61.2,1.489,6.476972362889683
Rabello2025,10.1016/j.surfin.2025.107283,Surfaces and Interfaces,2025,PHBV,3.0,953,NR,chloroform,NR,NR,NR,1.4,7.5,30.0,coaxial,NR,NR,NR,24,NR,static_plate,NR,NR,bentonite_clay,0.5,NR,970.0,NR,NR,NR,100,yes,bead_on_string,random,NR,NR,NR,NR,NR,NR,NR,NR,air_filtration,Figure4C,3CF140_filter;composite_filter;clay_conc_wv;diameter_approx_from_Figure4C;MW_is_Mn=953kDa,6.242598430095834,1.075820717580506,2.788568718723809,27.14,61.2,1.489,6.877296071497429
Rabello2025,10.1016/j.surfin.2025.107283,Surfaces and Interfaces,2025,PHBV,5.0,953,NR,chloroform,NR,NR,NR,0.7,7.5,30.0,coaxial,NR,NR,NR,24,NR,static_plate,NR,NR,bentonite_clay,0.5,NR,1100.0,NR,NR,NR,100,yes,heterostructured_bead_on_string,random,NR,NR,NR,NR,152,NR,NR,NR,air_filtration,Figure4C_Figure6A_Figure6E,5CF70_filter;HB_morphology;superhydrophobic_per_text;BET_approx_from_Fig6E;contact_angle_explicit_152pm14deg;diameter_approx_from_Figure4C;MW_is_Mn=953kDa,6.242598430095834,1.075820717580506,4.647614531206348,27.14,61.2,1.489,7.003065458786462
Rabello2025,10.1016/j.surfin.2025.107283,Surfaces and Interfaces,2025,PHBV,3.0,953,NR,chloroform,NR,NR,NR,1.4,7.5,30.0,coaxial,NR,NR,NR,24,NR,static_plate,NR,NR,none,0,NR,430.0,NR,NR,NR,100,yes,bead_on_string,random,NR,NR,NR,NR,NR,NR,NR,NR,air_filtration,Figure4C,3PF140_filter;finest_nanofibrous_mat_per_text;diameter_approx_from_Figure4C;MW_is_Mn=953kDa,6.242598430095834,1.075820717580506,2.788568718723809,27.14,61.2,1.489,6.063785208687608
Rabello2025,10.1016/j.surfin.2025.107283,Surfaces and Interfaces,2025,PHBV,5.0,953,NR,chloroform,NR,NR,NR,0.7,7.5,30.0,coaxial,NR,NR,NR,24,NR,static_plate,NR,NR,none,0,NR,1730.0,NR,NR,NR,100,yes,bead_on_string,random,NR,NR,NR,NR,NR,NR,NR,NR,air_filtration,Figure4C,5PF70_filter;microfibers_per_text;largest_diameter_polymeric;diameter_approx_from_Figure4C;MW_is_Mn=953kDa,6.242598430095834,1.075820717580506,4.647614531206348,27.14,61.2,1.489,7.455876687491824
Rabello2025,10.1016/j.surfin.2025.107283,Surfaces and Interfaces,2025,PHBV,3.0,953,NR,chloroform,NR,NR,NR,0.7,7.5,30.0,coaxial,NR,NR,NR,24,NR,static_plate,NR,NR,bentonite_clay,0.5,NR,1190.0,NR,NR,NR,100,yes,bead_on_string,random,NR,NR,NR,NR,NR,NR,NR,NR,air_filtration,Figure4C,3CF70_filter;composite_filter;clay_conc_wv;diameter_approx_from_Figure4C;composite_range_0.97-1.19um;MW_is_Mn=953kDa,6.242598430095834,1.075820717580506,2.788568718723809,27.14,61.2,1.489,7.081708586105575
Rabello2025,10.1016/j.surfin.2025.107283,Surfaces and Interfaces,2025,PHBV,5.0,953,NR,chloroform,NR,NR,NR,1.4,7.5,30.0,coaxial,NR,NR,NR,24,NR,static_plate,NR,NR,none,0,NR,1300.0,NR,NR,NR,100,yes,bead_on_string,random,NR,NR,NR,NR,NR,NR,NR,NR,air_filtration,Figure4C,5PF140_filter;diameter_approx_from_Figure4C;MW_is_Mn=953kDa,6.242598430095834,1.075820717580506,4.647614531206348,27.14,61.2,1.489,7.170119543449628
Tomecka2017,10.1016/j.msec.2017.02.055,Materials Science and Engineering C,2017,PLLA,5.0,200,NR,chloroform/acetone,3:1 v/v,NR,NR,1.0,30.0,30.0,coaxial,NR,NR,NR,NR,NR,rotating_drum,11000,NR,none,0,NR,178.0,32,NR,NR,100,no,smooth,aligned,NR,1.318,10.384,27.129,NR,90,NR,NR,tissue_engineering_cardiac,Table1_Fig1,PLLA_5ww_conc_is_ww_not_wv;MW_given_as_Mw_gt200kDa;mechanical_props_parallel_to_fiber_direction;porosity_approx_90pct_from_Fig3;collector_11000RPM_for_alignment,4.03783342804286,1.8865554471249517,2.6503329163316325,26.22,59.925000000000004,1.31275,5.181783550292085
Tomecka2017,10.1016/j.msec.2017.02.055,Materials Science and Engineering C,2017,PU,8.0,150,NR,THF,NR,NR,NR,1.0,30.0,30.0,coaxial,NR,NR,NR,NR,NR,rotating_drum,11000,NR,none,0,NR,367.0,66,NR,NR,100,no,smooth,aligned,NR,2.689,3.301,127.965,NR,80,NR,NR,tissue_engineering_cardiac,Table1_Fig1,PU_Elastollan_1185A_BASF;8ww_conc_is_ww_not_wv;mechanical_props_parallel_to_fiber_direction;porosity_approx_80pct_from_Fig3;collector_11000RPM_for_alignment;MW_backfilled:PU_Elastollan_BASF_typical_Mw~150kDa,0.6236940030909509,18.035437041261627,0.4435711749982843,26.4,66.0,0.889,5.905361848054571
Raimundo2022,10.1016/j.ijhydene.2022.05.253,International Journal of Hydrogen Energy,2022,PVP,6.6,1300,NR,methanol,NR,NR,NR,4.1,3.0,60.0,NR,NR,NR,NR,NR,NR,static_plate,NR,NR,Fe(NO3)3_Co(NO3)2_precursors,6.6,NR,1100.0,NR,390,2770,300,no,smooth_cylindrical,random,NR,NR,NR,NR,NR,NR,NR,NR,electrocatalysis_OER,Fig_2b,As-spun fibers; calcined at 620C/1h Ar to form FeCo-CoFeO4/carbon (362nm calcined not recorded here); polymer conc calc from recipe 0.695g PVP in ~10.54g total; additive=metal nitrate precursors for functional nanofibers,2.666173345198204,4.741711582397406,1.3919024565941744,22.5,64.7,0.791,7.003065458786462
GonzalezBenito2024,10.3390/nano14020196,Nanomaterials,2024,PLA,10.0,75,NR,DCM,NR,NR,NR,2.0,15.0,11.0,concentric_glass_aluminum,0.5,1.0,2,NR,NR,rotating_drum,200,NR,hydroxyapatite,1,200,430.0,170,NR,NR,NR,no,smooth,random,NR,1.28,23.0,25,NR,80,24.0,NR,tissue_engineering,Table_2_Table_5_Table_3,PLA_10wt-pct_w/v_DCM;feed_0.25mL/min_converted_to_15mL/h;HA_particle_size_<=200nm;crystallinity_before_cold_crystallization_Table3;PLA+1pct_HA;MW_backfilled:PLA_NatureWorks_typical_Mw~75kDa,1.9732914063844191,3.8246605579401596,2.6146111134593553,27.84,39.6,1.325,6.063785208687608
